2024_Promise,Forecast,Similarity_Score,Historical_Match,Historical_Year,ROUGE_1,ROUGE_2,ROUGE_L,BERTScore_P,BERTScore_R,BERTScore_F1
"giving them enough support to stabilise their standard of living. This includes support for affordable We will empower women Self-Help Groups (SHGs) with the skills and tools in key service sectors like IT, quality housing and healthcare, access to quality education and ample employment opportunities. healthcare, education, retail and tourism with an aim to increase their income. Fulfilling the Dream of Owning a Home Enhancing Market Access for Women SHG Enterprises",Moderate Confidence: Partial,0.6323,"In rural and semi-rural areas and create better employment opportunities for them, we will make every effort to ensure access to credit and other resources, capacity building, market and distribution network for women entrepreneurs, SHGs and women",2019,0.34545454545454546,0.07407407407407407,0.18181818181818182,0.7949488,0.8249869,0.80968934
We will strengthen the RERA act which has helped make the real estate sector in Bharat more We will integrate women Self-Help Groups (SHGs) with ongoing initiatives such as One District One,Low Confidence: Partial,0.547,We are committed to make women equal partners in and equal beneficiaries of the progress and prosperity of the nation and will formulate a comprehensive ‘Women in Workforce’ roadmap focussed on dramatically increasing the female workforce participation rate over the next five years. We will also encourage industries and corporates to generate better employment opportunities for women.,2019,0.19999999999999998,0.022727272727272728,0.15555555555555556,0.75358206,0.76718044,0.7603205
"transparent and citizen friendly than ever before. We will work with the state governments to facilitate Product (ODOP), Farmer Producer Organizations (FPOs), Ekta Mall, ONDC, GEM, One Station One Product, home ownership for middle-class parivar jan through comprehensive measures including cost reduction enhancing better market access for their products. in construction and registration, regulatory reforms like enabling automatic approvals for standard Facilitating Participation of Women in the Workforce housing designs, among others.",Low Confidence: Partial,0.581,"In rural and semi-rural areas and create better employment opportunities for them, we will make every effort to ensure access to credit and other resources, capacity building, market and distribution network for women entrepreneurs, SHGs and women",2019,0.23423423423423423,0.01834862385321101,0.14414414414414414,0.7620536,0.8157689,0.78799695
"We will ensure development of infrastructure such as working women’s hostels, creches etc. with the specific focus on locations near industrial and commercial centres to facilitate increased participation of women in the workforce.",High Confidence: Partial,0.7123,Expand and improve upon the network of women / working women hostels.,2014,0.3111111111111111,0.0930232558139535,0.17777777777777776,0.7880415,0.84279084,0.8144971
15 15,Indeterminate,0.4078,people-centric,2014,0.0,0.0,0.0,0.586926,0.5580381,0.5721176
Our women sports persons have brought honours to our country. We will encourage greater participation of women in sports by launching women sportsperson-focused programmes and facilities. Constructing and Maintaining Public Toilets for Women We have provided dignified lives to women by constructing public and individual toilets under Swachh Bharat Mission. We are further committed to upholding the dignity of women by continuing to construct and maintain public toilets. Ensuring Women’s Health and Well-Being,Moderate Confidence: Partial,0.6016,"We will provide adequate resources under the Khelo India scheme to ensure the achievement of declared objectives. Under this scheme, special attention will be given to encourage sporting talent among women.",2019,0.2429906542056075,0.01904761904761905,0.16822429906542055,0.7781271,0.81893766,0.79801095
"We will expand the existing health services focussed on the prevention and reduction of Anaemia, Breast",Low Confidence: Highly Likely,0.5705,Will initiate the New Health Policy,2014,0.2727272727272727,0.0,0.2727272727272727,0.7555515,0.84371597,0.7972036
"Cancer, Cervical Cancer and Osteoporosis, ensuring a healthy life for women. We will launch a focussed initiative to eliminate cervical cancer. Implementing the Nari Shakti Vandan Adhiniyam",Indeterminate,0.4773,"We will ensure that all reproductive and menstrual health services are easily available to all women across India and with the expansion of ongoing Suvidha scheme, sanitary pads at an affordable cost of just Rs. will be provided to all women and girls",2019,0.2,0.029411764705882353,0.11428571428571428,0.7733114,0.7621813,0.767706
We have enacted the long-awaited Nari Shakti Vandan Adhiniyam. We will systematically implement this to ensure representation for women in the Parliament and State Legislatures. Expanding Shakti Desks,Low Confidence: Partial,0.5698,We are committed to make women equal partners in and equal beneficiaries of the progress and prosperity of the nation and will formulate a comprehensive ‘Women in Workforce’ roadmap focussed on dramatically increasing the female workforce participation rate over the next five years. We will also encourage industries and corporates to generate better employment opportunities for women.,2019,0.23255813953488372,0.07142857142857142,0.16279069767441862,0.75873566,0.77182585,0.7652248
We have established Shakti Desks (Women Help Desks) in police stations. We will further ensure their expansion for timely investigation and resolution of issues. Strengthening Emergency Helpline 112,Low Confidence: Partial,0.5514,"Make police stations women friendly, and increase the number of women in police at different levels.",2014,0.2727272727272727,0.09523809523809523,0.18181818181818182,0.74163383,0.7931616,0.7665327
We will strengthen the Emergency Response Support System and enhance the capabilities of Emergency Helpline 112 Three Crore Lakhpati Didis,Low Confidence: Highly Likely,0.546,Universalization of emergency medical services-108.,2014,0.15384615384615383,0.08333333333333333,0.15384615384615383,0.7341716,0.78397065,0.7582544
We have empowered one crore rural women to become Lakhpati Didis. We will now empower three crore rural women to become Lakhpati Didis. Integrating Women SHGs in the Service Sector,Moderate Confidence: Partial,0.6309,"We will enable women with training and skills - setting up dedicated Women ITIs, Women wings in other ITIs.",2014,0.25,0.043478260869565216,0.20833333333333334,0.74981713,0.80065477,0.7744025
"We will empower women Self-Help Groups (SHGs) with the skills and tools in key service sectors like IT, healthcare, education, retail and tourism with an aim to increase their income. Enhancing Market Access for Women SHG Enterprises",Moderate Confidence: Partial,0.6252,"In rural and semi-rural areas and create better employment opportunities for them, we will make every effort to ensure access to credit and other resources, capacity building, market and distribution network for women entrepreneurs, SHGs and women",2019,0.3157894736842105,0.05405405405405406,0.18421052631578946,0.8071936,0.81815684,0.8126382
"We will integrate women Self-Help Groups (SHGs) with ongoing initiatives such as One District One Product (ODOP), Farmer Producer Organizations (FPOs), Ekta Mall, ONDC, GEM, One Station One Product, enhancing better market access for their products. Facilitating Participation of Women in the Workforce",Moderate Confidence: Partial,0.6469,We are committed to make women equal partners in and equal beneficiaries of the progress and prosperity of the nation and will formulate a comprehensive ‘Women in Workforce’ roadmap focussed on dramatically increasing the female workforce participation rate over the next five years. We will also encourage industries and corporates to generate better employment opportunities for women.,2019,0.21782178217821782,0.0404040404040404,0.1386138613861386,0.75280464,0.789431,0.7706829
